code|code_type|name|latitude|longitude
MLZ|iata|MELO|-32.3425|-54.2219
MMB|iata|Memambetsu|43.8806|144.1641
MMD|iata|MINAMI DAITO|25.85|131.2583
MME|iata|Durham|54.5092|-1.4294
MMG|iata|MOUNT MAGNET|-28.1167|117.8431
MMH|iata|Mammoth Lakes|37.624|-118.8378
MMJ|iata|Matsumoto|36.1668|137.9227
MMK|iata|Murmansk|68.7817|32.7467
MMM|iata|MIDDLEMOUNT|-22.8025|148.7047
MMO|iata|Maio Island|15.1558|-23.2136
MMT|iata|MC ENTIRE AIR NATIONAL GUARD|33.9208|-80.8011
MMU|iata|Morristown|40.7992|-74.415
MMV|iata|Milei|-9.0802|147.6028
MMX|iata|Malmo Airport|55.5483|13.3533
MMY|iata|Miyako Jima|24.7833|125.2944
MMZ|iata|Maimana|35.9386|64.7692
MNA|iata|Melangguane|4.0069|126.6731
MNB|iata|Moanda|-5.9309|12.3518
MNF|iata|Mana Island|-17.6731|177.0983
MNG|iata|Maningrida|-12.06|134.2333
MNH|iata|MINNERIYA|8.05|80.9711
MNI|iata|Montserrat|16.7914|-62.1933
MNJ|iata|Mananjary|-21.2018|48.3583
MNL|iata|Manila Ninoy Aquino International Apt|14.5099|121.0139
MNQ|iata|MONTO|-24.8917|151.1083
MNR|iata|MONGU|-15.225|23.1528
MNS|iata|Mansa|-11.1333|28.8667
MNT|iata|Minto|65.1437|-149.37
MNU|iata|MAWLAMYINE|16.4405|97.6572
MNX|iata|MANICORE|-5.8167|-61.2833
MNY|iata|XXX|-7.35|155.5
MOA|iata|Moa|20.6542|-74.9219
MOB|iata|Mobile Municipal Apt|30.6912|-88.2428
MOC|iata|Montes Claros|-16.7044|-43.8203
MOD|iata|Modesto|37.6167|-120.95
MOE|iata|MOMEIK|23.0919|96.6531
MOF|iata|Maumere|-8.6378|122.2375
MOG|iata|MONGHSAT|20.5344|99.2627
MOI|iata|Mitiaro Island|-19.8425|-157.7033
MOL|iata|Molde|62.7447|7.2625
MON|iata|MOUNT COOK|-43.765|170.1333
MOO|iata|MOOMBA|-28.1|140.1967
MOQ|iata|Morondava|-20.2847|44.3176
MOT|iata|Minot International Apt|48.2594|-101.2803
MOU|iata|Mountain Village|62.0954|-163.6821
MOV|iata|Moranbah|-22.0583|148.0767
MOZ|iata|Moorea|-17.4917|-149.7606
MPA|iata|Katima Mulilo|-17.6342|24.1767
MPH|iata|Caticlan|11.9245|121.9541
MPI|iata|Mamitupo|9.167|-77.967
MPK|iata|MOKPO|34.7589|126.3811
MPL|iata|Montpellier Mediterranee Apt|43.5833|3.9614
MPM|iata|Maputo|-25.9319|32.5764
MPN|iata|Mount Pleasant|-51.8233|-58.4467
MPP|iata|Mulatupo|8.933|-77.733
MPV|iata|EDWARD F KNAPP STATE/BARRE|44.2035|-72.5623
MPW|iata|MARIUPOL INTL|47.0764|37.4511
MQB|iata|MACOMB MUNI|40.5203|-90.6522
MQF|iata|Magnitogorsk|53.3933|58.7567
MQH|iata|MINACU|-13.55|-48.2
MQL|iata|Mildura|-34.2308|142.0842
MQM|iata|Mardin|37.2328|40.6406
MQN|iata|Mo I Rana|66.25|14.3014
MQP|iata|Nelspruit|-25.3832|31.1056
MQQ|iata|MOUNDOU|8.6203|16.0683
MQS|iata|MUSTIQUE|12.8877|-61.18
MQT|iata|Marquette|46.3536|-87.3954
MQU|iata|MARIQUITA/MARQUITA|5.2125|-74.8836
MQX|iata|Mekele|13.4733|39.5182
MQY|iata|SMYRNA|36.009|-86.52
MQZ|iata|MARGARET RIVER|-33.93|115.1
MRA|iata|Misurata|32.325|15.061
MRB|iata|MARTINSBURG EASTERN WV REG.|39.4019|-77.9844
MRD|iata|MERIDA|8.5833|-71.1667
MRE|iata|Masai Mara|-1.167|35.083
MRG|iata|MAREEBA|-17.0708|145.4219
MRM|iata|Manare|-9.2|147.617
MRO|iata|Masterton|-40.9733|175.6336
MRQ|iata|MARINDUQUE|13.3286|121.8472
MRR|iata|MACARA|-4.3783|-79.9411
MRS|iata|Marseille Provence Apt|43.4367|5.215
MRU|iata|Mauritius|-20.43|57.6831
MRV|iata|Mineralnye Vody|44.225|43.0833
MRW|iata|LOLLAND FALSTER/MARIBO|54.7|11.4414
MRX|iata|Bandar Mahshahr|30.5589|49.1506
MRY|iata|Monterey Peninsula Apt|36.587|-121.8429
MRZ|iata|Moree|-29.4983|149.8453
MSA|iata|Muskrat Dam|53.4411|-91.7631
MSE|iata|Manston|51.3422|1.3461
MSJ|iata|Misawa|40.7052|141.3719
MSL|iata|Muscle Shoals|34.7453|-87.6103
MSN|iata|Madison|43.1399|-89.3375
MSO|iata|Missoula|46.9163|-114.0906
MSP|iata|Minneapolis International Apt|44.882|-93.2218
MSQ|iata|Minsk International Apt|53.8825|28.0325
MSR|iata|Mus|38.7447|41.6539
MSS|iata|Massena|44.9358|-74.8456
MST|iata|Maastricht/Aachen|50.9158|5.7769
MSU|iata|Maseru|-29.4437|27.5575
MSW|iata|Massawa|15.6711|39.368
MSY|iata|New Orleans Louis Armstrong Intl Apt|29.9934|-90.258
MSZ|iata|Namibe|-15.2612|12.1468
MTE|iata|MONTE ALEGRE|-1.9964|-54.0708
MTH|iata|Marathon|24.7262|-81.0514
MTJ|iata|Montrose|38.5098|-107.8942
MTL|iata|MAITLAND|-32.7033|151.4883
MTM|iata|Metlakatla|55.131|-131.5781
MTN|iata|BALTIMORE MARTIN STATE|39.3256|-76.4139
MTP|iata|MONTAUK|41.0765|-71.9208
MTQ|iata|MITCHELL|-26.4917|147.9417
MTR|iata|Monteria|8.8236|-75.8258
MTS|iata|Manzini|-26.5239|31.3111
MTT|iata|Minatitlan|18.1033|-94.5806
MTV|iata|Mota Lava|-13.666|167.712
MTY|iata|Monterrey General Mariano Escobedo Apt|25.7759|-100.1065
MUA|iata|Munda|-8.327|157.263
MUB|iata|Maun|-19.9725|23.4281
MUC|iata|Munich International Airport|48.3538|11.7861
MUE|iata|Kamuela|20.0013|-155.6681
MUH|iata|Mersa Matruh|31.3253|27.2217
MUK|iata|Mauke Island|-20.1361|-157.3453
MUN|iata|Maturin|9.7511|-63.1525
MUO|iata|MOUNTAIN HOME AFB|43.0435|-115.8726
MUR|iata|Marudi|4.1775|114.3219
MUW|iata|Mascara|35.2169|0.1483
MUX|iata|Multan|30.2032|71.4191
MUZ|iata|Musoma|-1.483|33.8
MVB|iata|FRANCEVILLE/MVENGUE|-1.6519|13.4347
MVD|iata|Montevideo|-34.8378|-56.0303
MVF|iata|MOSSORO/DIX SEPT ROSADO|-5.1964|-37.3619
MVP|iata|Mitu|1.2536|-70.2342
MVQ|iata|MOGILEV|53.9556|30.0961
MVR|iata|Maroua|10.4547|14.2531
MVS|iata|Mucuri|-18.0489|-39.8642
MVT|iata|Mataiva|-14.8658|-148.7161
MVY|iata|Martha's Vineyard|41.393|-70.6143
MVZ|iata|MASVINGO|-20.0595|30.8619
MWA|iata|Marion|37.755|-89.0111
MWE|iata|MEROWE|18.4554|31.8187
MWF|iata|Naone|-14.9972|168.0811
MWH|iata|MOSES LAKE/GRANT COUNTY INTL|47.2077|-119.3202
MWL|iata|MINERAL WELLS|32.7817|-98.0603
MWQ|iata|Magwe|20.1655|94.9412
MWX|iata|Muan|34.9914|126.3828
MWZ|iata|Mwanza|-2.4441|32.9319
MXF|iata|MAXWELL AFB|32.4639|-86.3661
MXH|iata|Moro|-6.3633|143.2381
MXJ|iata|MINNA|9.6394|6.4708
MXL|iata|Mexicali|32.6307|-115.2419
MXM|iata|Morombe|-21.7539|43.3755
MXN|iata|MORLAIX/PLOUJEAN|48.6008|-3.8167
MXP|iata|Milan Malpensa Apt|45.63|8.7231
MXT|iata|Maintirano|-18.05|44.033
MXV|iata|Moron|49.6583|103.6917
MXX|iata|MORA SILJAN|60.9586|14.5106
MXZ|iata|Meixian|24.35|116.133
MYA|iata|Moruya|-35.9042|150.1394
MYC|iata|MARACAY/EL LIBERTADOR|10.1833|-67.5667
MYD|iata|Malindi|-3.2232|40.1005
MYE|iata|Miyake Jima|34.0722|139.5597
MYG|iata|Mayaguana|22.3795|-73.0135
MYI|iata|Murray Island|-9.9167|144.055
MYJ|iata|Matsuyama|33.8272|132.6997
MYL|iata|MC CALL MUNICIPAL|44.8897|-116.1014
MYN|iata|MARIB|15.4681|45.3278
MYP|iata|MARY|37.6194|61.8967
MYQ|iata|Mysore|12.3072|76.6497
MYR|iata|Myrtle Beach AFB|33.6797|-78.9283
MYT|iata|Myitkyina|25.3882|97.3567
MYU|iata|Mekoryuk|60.3714|-166.2706
MYV|iata|YUBA COUNTY/MARYSVILLE|39.0983|-121.57
MYW|iata|Mtwara|-10.3361|40.182
MYY|iata|Miri|4.3253|113.9883
MZA|iata|Muzaffarnagar|29.483|77.7
MZB|iata|MOCIMBOA DA PRAIA|-11.35|40.35
MZG|iata|Makung|23.5722|119.6222
MZH|iata|Amasya|40.8325|35.5164
MZI|iata|MOPTI|14.5086|-4.0842
MZJ|iata|MARANA/PINAL AIRPARK|32.5098|-111.3253
MZL|iata|Manizales|5.0303|-75.4672
MZM|iata|METZ/FRESCATY|49.0764|6.1339
MZO|iata|Manzanillo|20.2881|-77.0892
MZQ|iata|MKUZI|-27.6333|32.05
MZR|iata|Mazar-e Sharif|36.7042|67.2083
MZT|iata|Mazatlan|23.1614|-106.2644
MZU|iata|MUZAFFARPUR|26.1169|85.315
MZV|iata|Mulu|4.0483|114.805
MZW|iata|Mecheria|33.5219|-0.2831
NAA|iata|Narrabri|-30.3208|149.8261
NAE|iata|NATITINGOU|10.3833|1.3667
NAG|iata|Nagpur|21.0919|79.0483
NAH|iata|Naha|3.6832|125.528
NAJ|iata|Nakchivan|39.1888|45.4584
NAK|iata|NAKHON RATCHASIMA|14.9494|102.3156
NAL|iata|NALCHIK|43.5133|43.6378
NAN|iata|Nadi|-17.7564|177.4436
NAO|iata|Nanchong|30.754|106.062
NAP|iata|Naples Capodichino Apt|40.8844|14.2908
NAQ|iata|Qaanaaq|77.4887|-69.3887
NAS|iata|Nassau International Apt|25.039|-77.4662
NAT|iata|Natal|-5.9083|-35.2492
NAU|iata|Napuka|-14.1768|-141.2673
NAV|iata|Nevsehir|38.7764|34.5264
NAW|iata|Narathiwat|6.5233|101.7447
NAY|iata|Beijing Nanyuan Apt|39.9608|116.2567
NAZ|iata|XXX|-10.7833|162.3
NBB|iata|BERYOZOVO|63.9183|65.01
NBC|iata|Nizhnekamsk|55.5633|52.095
NBE|iata|Enfidha|36.0758|10.4386
NBG|iata|NEW ORLEANS NAS JRB|29.8253|-90.035
NBK|iata|BANGKOK SUVARNABHUMI INTL|13.6857|100.749
NBO|iata|Nairobi Jomo Kenyatta International Apt|-1.3192|36.9278
NBS|iata|Chang Bai Shan|42.0881|127.5489
NBW|iata|GUANTANAMO US-NAVAL AIR BASE|19.9067|-75.2067
NBX|iata|Nabire|-3.3682|135.4964
NCA|iata|NORTH CAICOS|21.9176|-71.9396
NCE|iata|Nice|43.6653|7.215
NCL|iata|Newcastle|55.0375|-1.6917
NCS|iata|NEWCASTLE|-27.7729|29.9764
NCU|iata|Nukus|42.4883|59.6233
NCY|iata|ANNECY/MEYTHET|45.9308|6.1064
NDB|iata|Nouadhibou|20.9283|-17.0311
NDC|iata|Nanded|19.1819|77.3186
NDE|iata|Mandera|3.933|41.85
NDG|iata|Qiqihar|47.2383|123.9183
NDJ|iata|N'Djamena|12.1249|15.0248
NDK|iata|Namdrik Island|5.633|168.116
NDR|iata|Nador|34.9892|-3.0278
NDU|iata|Rundu|-17.9561|19.7206
NDY|iata|Sanday|59.2503|-2.5767
NEC|iata|NECOCHEA|-38.4833|-58.8167
NEG|iata|Negril|18.3642|-78.3056
NER|iata|Neryungri|56.9133|124.9117
NEU|iata|SAMNEUA|20.4|104.05
NEV|iata|Nevis|17.2056|-62.594
NEW|iata|NEW ORLEANS/LAKEFRONT|30.0424|-90.0283
NFL|iata|FALLON NAS/VAN VOORHIS FLD|39.4166|-118.701
NFO|iata|Mata'aho (TO)|-15.6|-175.65
NFW|iata|FORT WORTH NAS JRB|32.77|-97.4417
NGA|iata|YOUNG|-34.25|148.2483
NGB|iata|Ningbo|29.8233|121.4633
NGE|iata|Ngaoundere|7.3592|13.56
NGF|iata|KANEOHE BAY MCAF MOKAPU|21.4517|-157.77
NGI|iata|Ngau|-18.1156|179.3397
NGO|iata|Nagoya Chubu Centrair International Apt|34.8583|136.8053
NGP|iata|CORPUS CHRISTI NAS|27.6931|-97.2914
NGQ|iata|Shiquande|32.5167|80.0667
NGS|iata|Nagasaki|32.917|129.9134
NGU|iata|NORFOLK NAS|36.9377|-76.2893
NGZ|iata|ALAMEDA NAS|37.79|-122.325
NHA|iata|NHATRANG|12.223|109.2001
NHF|iata|NEW HALFA|15.3556|35.7278
NHT|iata|NORTHOLT|51.5531|-0.4183
NHV|iata|Nuku Hiva|-8.7947|-140.2231
NHZ|iata|BRUNSWICK NAS|43.8917|-69.9425
NIB|iata|Nikolai|63.0186|-154.3584
NIC|iata|Nicosia|35.15|33.2772
NID|iata|CHINA LAKE NAWS (ARMITAGE FLD)|35.6855|-117.692
NIM|iata|Niamey|13.4817|2.1703
NIN|iata|Ninilchik|60.0202|-151.5894
NIP|iata|JACKSONVILLE NAS|30.235|-81.6767
NIQ|iata|Niaqornat|70.7917|-53.6667
NIU|iata|Niau|-16.119|-146.368
NJA|iata|ATSUGI|35.4547|139.4501
NJC|iata|Nizhnevartovsk|60.9483|76.4817
NJF|iata|Al Najaf|31.99|44.403
NJK|iata|EL CENTRO NAF|32.8292|-115.6717
NKC|iata|Nouakchott|18.0956|-15.95
NKG|iata|Nanjing|31.74|118.86
NKI|iata|Naukiti|55.85|-133.183
NKM|iata|Nagoya Komaki Airport|35.2555|136.9244
NKT|iata|CHERRY POINT CUNNINGHAM FIELD|34.9009|-76.8807
NKW|iata|DIEGO GARCIA|-7.3133|72.41
NKX|iata|SAN DIEGO-MIRAMAR MCAS|32.8684|-117.1425
NLA|iata|Ndola|-12.9956|28.6656
NLD|iata|Nuevo Laredo|27.4434|-99.5699
NLF|iata|Darnley Island|-9.5833|143.7667
NLG|iata|Nelson Lagoon|56.0075|-161.1604
NLK|iata|Norfolk Island|-29.0417|167.9383
NLO|iata|KINSHASA/N'DOLO|-4.3167|15.3167
NLT|iata|Xinyuan|43.41|83.36
NLV|iata|MYKOLAIV|47.0581|31.9208
NMA|iata|Namangan|40.9833|71.55
NME|iata|Nightmute|60.471|-164.7008
NMM|iata|MERIDIAN NAS/MC CAIN FIELD|32.5521|-88.5556
NMS|iata|NAMSANG|19.6934|97.2158
NNB|iata|Santa Ana Island|-10.85|162.4622
NNG|iata|Nanning|22.6167|108.1833
NNL|iata|Nondalton|59.9802|-154.8392
NNM|iata|Naryan-Mar|67.64|53.125
NNT|iata|Nan|18.8078|100.7853
NNU|iata|NANUQUE|-17.8167|-40.3333
NNX|iata|Nunukan|4.15|117.65
NNY|iata|Nanyang|32.9808|112.6153
NOA|iata|NOWRA|-34.9483|150.5367
NOB|iata|Nosara Beach|9.9765|-85.653
NOC|iata|Knock|53.9103|-8.8185
NOG|iata|NOGALES|31.2261|-110.9758
NOJ|iata|Nojabrsk|63.1833|75.27
NOP|iata|Sinop|42.0158|35.0664
NOS|iata|Nosy-Be|-13.3181|48.3092
NOU|iata|Noumea Tontouta Apt|-22.0164|166.2161
NOV|iata|Huambo|-12.8|15.7112
NOZ|iata|Novokuznetsk|53.81|86.8783
NPA|iata|PENSACOLA NAS/F.SHERMAN FLD|30.3533|-87.32
NPE|iata|Napier-Hastings|-39.4658|176.87
NPL|iata|New Plymouth|-39.0086|174.1792
NQN|iata|Neuquen|-38.9489|-68.1558
NQU|iata|Nuqui|5.7|-77.283
NQX|iata|KEY WEST NAS/BOCA CHICA|24.5817|-81.6928
NQY|iata|Newquay|50.4406|-4.9954
NRA|iata|Narrandera|-34.7028|146.5083
NRD|iata|Norderney|53.7068|7.2302
NRK|iata|Norrkoping|58.5861|16.2464
NRL|iata|North Ronaldsay|59.3683|-2.4333
NRN|iata|Duesseldorf Weeze Airport|51.6024|6.1422
NRR|iata|ROOSEVELT ROADS|18.25|-65.6333
NRT|iata|Tokyo Narita Apt|35.7647|140.3864
NSB|iata|ALICE TOWN/SOUTH BEMINI|25.7|-76.2667
NSH|iata|Now Shahr|36.6633|51.4647
NSI|iata|Yaounde Nsimalen Intl Apt|3.7172|11.5525
NSK|iata|Norilsk|69.31|87.3333
NSN|iata|Nelson|-41.2983|173.2211
NSO|iata|SCONE|-32.0383|150.8317
NSQ|iata|Nuussuaq|74.11|-57.065
NST|iata|Nakhon Si Thammarat|8.4639|99.9583
NSY|iata|CATANIA/SIGONELLA|37.4033|14.9217
NTB|iata|NOTODDEN|59.5655|9.2123
NTD|iata|POINT MUGU NAS|34.1203|-119.121
NTE|iata|Nantes Atlantique Airport|47.1569|-1.6078
NTG|iata|Nantong|32.0708|120.9756
NTL|iata|Newcastle Williamtown Apt|-32.795|151.835
NTN|iata|Normanton|-17.685|141.0697
NTQ|iata|Wajima|37.2931|136.9619
NTR|iata|MONTERREY/AEROPORTE DEL NORTE|25.8656|-100.2372
NTT|iata|Niuatoputapu|-15.9767|-173.755
NTX|iata|Natuna|3.9087|108.3879
NTY|iata|Sun City|-25.3335|27.1716
NUA|iata|Nuwara Eliya|6.967|80.767
NUC|iata|SAN CLEMENTE ISLAND NALF|33.0227|-118.5885
NUD|iata|NAHUD|12.6667|28.3333
NUE|iata|Nuremberg|49.4987|11.0669
NUI|iata|Nuiqsut|70.21|-151.0055
NUK|iata|Nukutavake|-19.285|-138.7722
NUL|iata|Nulato|64.7293|-158.0742
NUP|iata|Nunapitchuk|60.9058|-162.4391
NUQ|iata|MOFFET FEDERAL AIRFIELD|37.4161|-122.0491
NUS|iata|Norsup|-16.0797|167.4006
NUW|iata|WHIDBEY ISLAND NAS|48.3518|-122.6559
NUX|iata|Novy Urengoy|66.07|76.52
NVA|iata|Neiva|2.9506|-75.2939
NVI|iata|Navoi|40.115|65.1592
NVK|iata|Narvik|68.4369|17.3867
NVP|iata|NOVO ARIPUANA|-5.1175|-60.3644
NVR|iata|KRETCHEVITSY|58.6267|31.3833
NVS|iata|NEVERS/FOURCHAMBAULT|47.0036|3.1108
NVT|iata|Navegantes|-26.8786|-48.6508
NWA|iata|MOHELI|-12.1333|44.4333
NWI|iata|Norwich|52.6758|1.2828
NYA|iata|Nyagan|62.1406|65.3936
NYI|iata|Sunyani|7.3628|-2.3294
NYK|iata|Nanyuki|-0.067|37.033
NYM|iata|Nadym|65.4817|72.7
NYN|iata|NYNGAN|-31.5531|147.2031
NYO|iata|Stockholm Skavsta Airport|58.7886|16.9036
NYT|iata|Nay Pyi Taw|19.6191|96.1999
NYU|iata|Nyaung-U|21.1803|94.9322
NZE|iata|NZEREKORE/KONIA|7.806|-8.7018
NZH|iata|Manzhouli|49.6|117.4333
NZW|iata|SOUTH WEYMOUTH NAS|42.165|-70.94
NZY|iata|NORTH ISLAND/HALSEY FLD NAS|32.6992|-117.2153
OAG|iata|Orange|-33.3833|149.1317
OAI|iata|Bagram|34.9463|69.265
OAJ|iata|Jacksonville|34.8292|-77.6121
OAK|iata|Oakland International Apt|37.7213|-122.2207
OAL|iata|Cacoal|-11.4339|-61.4825
OAM|iata|OAMARU|-44.97|171.0817
OAX|iata|Oaxaca|16.9986|-96.726
OBF|iata|OBERPFAFFENHOFEN|48.0831|11.2833
OBI|iata|OBIDOS|-1.9|-55.5333
OBL|iata|ZOERSEL - MIL|51.2656|4.7547
OBN|iata|Oban|56.4635|-5.3997
OBO|iata|Obihiro|42.7334|143.2172
OBS|iata|AUBENAS/ARDECHE MERIDIONALE|44.5394|4.3717
OBU|iata|Kobuk|66.9123|-156.8973
OBX|iata|Obo|-7.583|141.317
OBY|iata|Ittoqqortoormiit|70.485|-21.9806
OCC|iata|Coca|-0.4606|-76.9881
OCV|iata|Oca�a|8.3151|-73.3583
ODB|iata|CORDOBA|37.842|-4.8489
ODE|iata|ODENSE|55.4767|10.3309
ODH|iata|ODIHAM|51.2336|-0.9414
ODN|iata|Long Seridan|3.967|115.05
ODO|iata|Bodaybo|57.8629|114.2272
ODS|iata|Odesa|46.4269|30.6781
ODW|iata|Oak Harbor|48.2515|-122.6737
ODX|iata|ORD EVELYN SHARP FLD|41.6244|-98.9522
ODY|iata|Oudomxay|20.6667|102.0
OEL|iata|OREL YUZHNY|52.9833|36.1
OER|iata|Ornskoldsvik|63.4078|18.9925
OFF|iata|OMAHA/OFFUT|41.1183|-95.9125
OFK|iata|NORFOLK KARL STEFAN MEMORIAL|41.9856|-97.4353
OGD|iata|Ogden Municipal Apt|41.1961|-112.0122
OGG|iata|Kahului|20.8987|-156.4305
OGL|iata|Ogle|6.8069|-58.1044
OGM|iata|Ustupu Island|8.945|-77.734
OGN|iata|YONAGUNI|24.4656|122.9757
OGS|iata|Ogdensburg|44.6819|-75.4656
OGX|iata|Ouargla|31.9172|5.4128
OGZ|iata|Vladikavkaz|43.205|44.6083
OHA|iata|OHAKEA|-40.2067|175.3869
OHD|iata|Ohrid|41.1799|20.7423
OHE|iata|Mohe|53.5|122.4
OHH|iata|Okha|53.62|142.95
OHO|iata|Okhotsk|59.417|143.05
OHT|iata|KOHAT|33.575|71.4417
OIA|iata|Ourilandia Airport|-6.7613|-51.049
OIM|iata|Oshima|34.7847|139.3614
OIR|iata|OKUSHIRI|42.0717|139.4328
OIT|iata|Oita|33.4794|131.7373
OKA|iata|Okinawa Naha Apt|26.1958|127.6459
OKC|iata|Oklahoma City Will Rogers Apt|35.3931|-97.6007
OKD|iata|SAPPORO|43.1175|141.3814
OKE|iata|OKIERABU|27.4317|128.7056
OKH|iata|COTTESMORE|52.7357|-0.6488
OKI|iata|OKI|36.1811|133.3248
OKJ|iata|Okayama|34.7536|133.8581
OKL|iata|Oksibil|-4.833|140.6
OKO|iata|TOKYO YOKOTA AB|35.7532|139.3468
OKR|iata|Masig Island|-9.7533|143.405
OKS|iata|OSHKOSH GARDEN COUNTY|41.4|-102.35
OKY|iata|OAKEY|-27.4111|151.735
OLA|iata|Orland|63.6992|9.6039
OLB|iata|Olbia|40.8986|9.5178
OLC|iata|Sao Paula de Olivenca|-3.4709|-68.9585
OLD|iata|OLD TOWN/DEWITT FIELD|44.9542|-68.6794
OLF|iata|Wolf Point|48.0944|-105.5917
OLH|iata|Old Harbor|57.2181|-153.2697
OLJ|iata|Olpoi|-14.8817|166.5581
OLK|iata|OLEKMINSK|60.3883|120.4717
OLM|iata|OLYMPIA|46.9694|-122.9025
OLP|iata|Olympic Dam|-30.4833|136.8783
OLS|iata|NOGALES INTL|31.4178|-110.8478
OLV|iata|OLIVE BRANCH|34.9789|-89.7869
OLY|iata|OLNEY-NOBLE|38.7219|-88.1764
OMA|iata|Omaha Eppley Airfield|41.3032|-95.8941
OMB|iata|Omboue|-1.5747|9.2627
OMC|iata|ORMOC|11.0711|124.55
OMD|iata|Oranjemund|-28.5847|16.4467
OME|iata|Nome|64.5122|-165.4452
OMF|iata|MAFRAQ|32.35|36.25
OMH|iata|Urumiyeh|37.6714|45.0692
OMO|iata|INTL AIRPORT MOSTAR|43.2829|17.8459
OMR|iata|Oradea|47.0253|21.9024
OMS|iata|Omsk|54.9667|73.31
ONA|iata|KONA|47.0944|-114.3968
ONB|iata|Ononge|-8.583|147.2
OND|iata|Ondangwa|-17.8772|15.95
ONG|iata|Mornington Island|-16.6667|139.1667
ONJ|iata|Odate Noshiro|40.1919|140.3714
ONL|iata|Oneill|42.4697|-98.6881
ONP|iata|Newport|44.5804|-124.0579
ONQ|iata|ZONGULDAK/CAYCUMA|41.5158|32.0997
ONT|iata|Ontario LA/Ontario International Apt|34.056|-117.6012
ONX|iata|COLON/E.A.JIMENEZ|9.3556|-79.8675
OOK|iata|Toksook Bay|60.5414|-165.0872
OOL|iata|Gold Coast|-28.165|153.505
OOM|iata|Cooma|-36.3025|148.975
OPF|iata|OPA LOCKA|25.9067|-80.2783
OPO|iata|Porto|41.2356|-8.6781
OPS|iata|Sinop|-11.8733|-55.5733
OPU|iata|Balimo|-8.05|142.933
OQU|iata|NORTH KINGSTON/QUONSET STATE|41.5971|-71.4121
ORA|iata|ORAN|-23.15|-64.3233
ORB|iata|Orebro|59.2281|15.04
ORD|iata|Chicago O'Hare International Apt|41.9786|-87.9048
ORE|iata|ORLEANS/BRICY|47.9878|1.7606
ORF|iata|Norfolk International Apt|36.8946|-76.2012
ORG|iata|PARAMARIBO/ZORG EN HOOP|5.8111|-55.1936
ORH|iata|WORCESTER REGIONAL|42.2667|-71.875
ORI|iata|Port Lions|57.8854|-152.8461
ORK|iata|Cork|51.8414|-8.4911
ORL|iata|ORLANDO/EXECUTIVE|28.5455|-81.3329
ORN|iata|Oran Es Senia Apt|35.6272|-0.6114
ORP|iata|ORAPA|-21.2667|25.3167
ORT|iata|NORTHWAY|62.9613|-141.9292
ORU|iata|Oruro|-17.9626|-67.0762
ORV|iata|Noorvik|66.8175|-161.0223
ORW|iata|ORMARA|25.3|64.5833
ORX|iata|ORIXIMINA|-1.7667|-55.8667
ORY|iata|Paris Orly Apt|48.7233|2.3794
OSC|iata|OSCODA-WURTSMITH AFB|44.4515|-83.394
OSD|iata|Are/Ostersund|63.1944|14.5003
OSH|iata|OSHKOSH WITTMAN REGIONAL|43.9844|-88.5571
OSI|iata|Osijek|45.4627|18.8102
OSK|iata|Oskarshamn|57.3519|16.4983
OSL|iata|Oslo Gardermoen Airport|60.2028|11.0839
OSM|iata|Mosul|36.3058|43.1474
OSN|iata|SONGTAN-SI OSAN AB|37.0883|127.03
OSP|iata|SLUPSK REDZIKOWO|54.4789|17.1075
OSR|iata|Ostrava|49.6961|18.1108
OSS|iata|Osh|40.6083|72.7933
OST|iata|OOSTENDE BRUGGE|51.1989|2.8622
OSW|iata|Orsk|51.0717|58.5967
OSY|iata|Namsos|64.4722|11.5786
OSZ|iata|XXX|54.25|16.25
OTD|iata|Contadora|8.617|-79.033
OTH|iata|North Bend|43.4171|-124.246
OTM|iata|OTTUMWA INDUSTRIAL|41.1066|-92.4479
OTP|iata|Bucharest Henri Coanda Apt|44.571|26.0851
OTR|iata|Coto 47|8.6016|-82.9686
OTZ|iata|Kotzebue|66.8847|-162.5985
OUA|iata|Ouagadougou|12.3536|-1.5119
OUD|iata|Oujda|34.7861|-1.9256
OUE|iata|OUESSO|1.6167|16.0333
OUH|iata|OUDTSHOORN|-33.6|22.1833
OUI|iata|BAN HUOEISAY|20.2583|100.4333
OUL|iata|Oulu|64.9292|25.3556
OUR|iata|BATOURI|4.4667|14.3667
OUS|iata|OURINHOS|-22.9661|-49.9114
OUZ|iata|Zouerate|22.7564|-12.4836
OVB|iata|Novosibirsk|55.0117|82.6517
OVD|iata|Asturias|43.5636|-6.0346
OVR|iata|OLAVARRIA|-36.8889|-60.2278
OVS|iata|Sovetsky|61.3667|63.5667
OWB|iata|Owensboro|37.7401|-87.1668
OXB|iata|Bissau|11.8886|-15.6556
OXF|iata|Oxford|51.8369|-1.32
OXR|iata|Oxnard|34.2008|-119.2072
OYA|iata|GAL OYA/AMPARAI|7.3367|81.6283
OYE|iata|Oyem|1.5431|11.5814
OYG|iata|Moyo|3.633|31.75
OYK|iata|OIAPOQUE|3.8367|-51.83
OZC|iata|Ozamis|8.1807|123.8406
OZG|iata|Zagora|30.269|-5.8525
OZH|iata|Zaporizhia|47.8672|35.3164
OZP|iata|MORON|37.175|-5.615
OZZ|iata|Ouarzazate|30.9371|-6.9059
PAA|iata|HPA-AN|19.6934|97.2158
PAB|iata|BILASPUR|22.0|82.0667
PAC|iata|Panama City Marcos A. Gelabert|8.9733|-79.5556
